"rhail_code","rhail_codedefinitionid","rhail_codetype","rhail_definition","importsequencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit"
"A4","55a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Medicare Claim PPS Capital Day Outlier Amount.","","1","0","","","31490356","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"A3","54a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Medicare Secondary Payer liability met.","","1","0","","","31490354","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"A2","53a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Contractual adjustment.","","1","0","","","31490352","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"A1","52a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim/Service denied. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Use this code only when a more specific Claim Adjustment Reason Code is not available.","","1","0","","","31490350","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"A0","51a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Patient refund amount.","","1","0","","","31490348","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"99","89032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Medicare Secondary Payer Adjustment Amount.","","1","0","","","31490346","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"98","88032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The hospital must file the Medicare claim for this inpatient non-physician service.","","1","0","","","31490344","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"97","87032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The benefit for this service is included in the payment/allowance for another service/procedure that has already been adjudicated. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31490342","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"96","86032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31490341","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"95","85032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Plan procedures not followed.","","1","0","","","31490339","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"94","84032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Processed in Excess of charges.","","1","0","","","31490337","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"93","82032f83-e2d1-ef11-8ee9-0022480ba400","984780000","No Claim level Adjustments.","","1","0","","","31490331","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"92","81032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Claim Paid in full.","","1","0","","","31490329","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"91","80032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Dispensing fee adjustment.","","1","0","","","31490327","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"90","7f032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Ingredient cost adjustment. Usage: To be used for pharmaceuticals only.","","1","0","","","31490325","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"9","2e032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31490323","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"89","7e032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Professional fees removed from charges.","","1","0","","","31490321","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"88","7d032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Adjustment amount represents collection against receivable created in prior overpayment.","","1","0","","","31490319","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"87","7c032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Transfer amount.","","1","0","","","31490276","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"86","7b032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Statutory Adjustment.","","1","0","","","31490274","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"85","7a032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Patient Interest Adjustment (Use Only Group code PR)","","1","0","","","31490272","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"84","79032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Capital Adjustment. (Handled in MIA)","","1","0","","","31490270","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"83","78032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Total visits.","","1","0","","","31490268","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"82","77032f83-e2d1-ef11-8ee9-0022480ba400","984780000","PIP days.","","1","0","","","31490266","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"81","76032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Discharges.","","1","0","","","31490264","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"80","75032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Outlier days. (Handled in QTY, QTY01=OU)","","1","0","","","31490262","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"8","2d032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31490260","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"79","74032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Cost Report days. (Handled in MIA15)","","1","0","","","31490258","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"78","73032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Non-Covered days/Room charge adjustment.","","1","0","","","31490256","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"77","72032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Covered days. (Handled in QTY, QTY01=CA)","","1","0","","","31490254","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"76","71032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Disproportionate Share Adjustment.","","1","0","","","31490252","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"75","70032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Direct Medical Education Adjustment.","","1","0","","","31490250","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"74","6f032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Indirect Medical Education Adjustment.","","1","0","","","31490249","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"73","6e032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Administrative days.","","1","0","","","31490241","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"72","6d032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Coinsurance day. (Handled in QTY, QTY01=CD)","","1","0","","","31490239","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"71","6c032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Primary Payer amount.","","1","0","","","31490237","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"70","6b032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Cost outlier - Adjustment to compensate for additional costs.","","1","0","","","31490235","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"7","2c032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The procedure/revenue code is inconsistent with the patient's gender. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31490233","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"69","6a032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Day outlier amount.","","1","0","","","31490231","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"68","69032f83-e2d1-ef11-8ee9-0022480ba400","984780000","DRG weight. (Handled in CLP12)","","1","0","","","31490229","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"67","68032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Lifetime reserve days. (Handled in QTY, QTY01=LA)","","1","0","","","31490228","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"66","67032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Blood Deductible.","","1","0","","","31490226","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"65","66032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Procedure code was incorrect. This payment reflects the correct code.","","1","0","","","31490224","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"64","65032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Denial reversed per Medical Review.","","1","0","","","31490222","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"63","64032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Correction to a prior claim.","","1","0","","","31490220","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"62","63032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Payment denied/reduced for absence of, or exceeded, pre-certification/authorization.","","1","0","","","31490218","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"61","62032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Adjusted for failure to obtain second surgical opinion","","1","0","","","31490216","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"60","61032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Charges for outpatient services are not covered when performed within a period of time prior to or after inpatient services.","","1","0","","","31490214","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"6","2b032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31490212","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"58","5f032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Treatment was deemed by the payer to have been rendered in an inappropriate or invalid place of service. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488308","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"57","5e032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Payment denied/reduced because the payer deems the information submitted does not support this level of service, this many services, this length of service, this dosage, or this day's supply.","","1","0","","","31488302","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"56","5d032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Procedure/treatment has not been deemed 'proven to be effective' by the payer. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488300","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"55","5c032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Procedure/treatment/drug is deemed experimental/investigational by the payer. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488298","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"54","5b032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Multiple physicians/assistants are not covered in this case. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488297","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"53","5a032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Services by an immediate relative or a member of the same household are not covered.","","1","0","","","31488295","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"52","59032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The referring/prescribing/rendering provider is not eligible to refer/prescribe/order/perform the service billed.","","1","0","","","31488293","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"51","58032f83-e2d1-ef11-8ee9-0022480ba400","984780000","These are non-covered services because this is a pre-existing condition. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488291","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"50","57032f83-e2d1-ef11-8ee9-0022480ba400","984780000","These are non-covered services because this is not deemed a 'medical necessity' by the payer. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488289","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"5","2a032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The procedure code/type of bill is inconsistent with the place of service. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488287","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"49","56032f83-e2d1-ef11-8ee9-0022480ba400","984780000","This is a non-covered service because it is a routine/preventive exam or a diagnostic/screening procedure done in conjunction with a routine/preventive exam. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488285","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"48","55032f83-e2d1-ef11-8ee9-0022480ba400","984780000","This (these) procedure(s) is (are) not covered.","","1","0","","","31488282","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"47","54032f83-e2d1-ef11-8ee9-0022480ba400","984780000","This (these) diagnosis(es) is (are) not covered, missing, or are invalid.","","1","0","","","31488280","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"46","53032f83-e2d1-ef11-8ee9-0022480ba400","984780000","This (these) service(s) is (are) not covered.","","1","0","","","31488278","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"45","52032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Charge exceeds fee schedule/maximum allowable or contracted/legislated fee arrangement. Usage: This adjustment amount cannot equal the total service or claim charge amount; and must not duplicate provider adjustment amounts (payments and contractual reductions) that have resulted from prior payer(s) adjudication. (Use only with Group Codes PR or CO depending upon liability)","","1","0","","","31488276","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"44","51032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Prompt-pay discount.","","1","0","","","31488274","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"43","50032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Gramm-Rudman reduction.","","1","0","","","31488272","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"42","4f032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Charges exceed our fee schedule or maximum allowable amount. (Use CARC 45)","","1","0","","","31488270","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"41","4e032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Discount agreed to in Preferred Provider contract.","","1","0","","","31488268","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"40","4d032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Charges do not meet qualifications for emergent/urgent care. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488266","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"4","29032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The procedure code is inconsistent with the modifier used. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488264","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"39","4c032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Services denied at the time authorization/pre-certification was requested.","","1","0","","","31488262","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"38","4b032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Services not provided or authorized by designated (network/primary care) providers.","","1","0","","","31488260","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"37","4a032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Balance does not exceed deductible.","","1","0","","","31488258","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"36","49032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Balance does not exceed co-payment amount.","","1","0","","","31488255","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"35","48032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Lifetime benefit maximum has been reached.","","1","0","","","31488253","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"34","47032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Insured has no coverage for newborns.","","1","0","","","31488251","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"33","46032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Insured has no dependent coverage.","","1","0","","","31488249","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"32","45032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Our records indicate the patient is not an eligible dependent.","","1","0","","","31488247","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"31","44032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Patient cannot be identified as our insured.","","1","0","","","31488244","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"306","50a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Type of bill is inconsistent with the patient status. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488238","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"305","4fa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim received by the medical plan, but benefits not available under this plan. Claim has been forwarded to the patient's hearing plan for further consideration.","","1","0","","","31488236","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"304","4da90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim received by the medical plan, but benefits not available under this plan. Submit these services to the patient's hearing plan for further consideration.","","1","0","","","31488234","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"303","4ba90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Prior payer's (or payers') patient responsibility (deductible, coinsurance, co-payment) not covered for Qualified Medicare and Medicaid Beneficiaries. (Use only with Group Code CO)","","1","0","","","31488232","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"302","4aa90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Precertification/notification/authorization/pre-treatment time limit has expired.","","1","0","","","31488230","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"301","47a90e86-e2d1-ef11-8eea-6045bd0810d0","984780000","Claim received by the Medical Plan, but benefits not available under this plan. Submit these services to the patient's Behavioral Health Plan for further consideration.","","1","0","","","31488228","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"300","8ab87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the Medical Plan, but benefits not available under this plan. Claim has been forwarded to the patient's Behavioral Health Plan for further consideration.","","1","0","","","31488226","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"30","43032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Payment adjusted because the patient has not met the required eligibility, spend down, waiting, or residency requirements.","","1","0","","","31488224","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"3","28032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Co-payment Amount","","1","0","","","31488222","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"299","89b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The billing provider is not eligible to receive payment for the service billed.","","1","0","","","31488220","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"298","88b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the medical plan, but benefits not available under this plan. Claim has been forwarded to the patient's vision plan for further consideration.","","1","0","","","31488218","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"297","87b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the medical plan, but benefits not available under this plan. Submit these services to the patient's vision plan for further consideration.","","1","0","","","31488216","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"296","86b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Precertification/authorization/notification/pre-treatment number may be valid but does not apply to the provider.","","1","0","","","31488214","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"295","85b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Pharmacy Direct/Indirect Remuneration (DIR)","","1","0","","","31488212","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"293","83b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Payment made to employer.","","1","0","","","31488206","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"291","81b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the medical plan, but benefits not available under this plan. Claim has been forwarded to the patient's dental plan for further consideration.
 Notes: Use CARC 270 if the claim was not forwarded.","","1","0","","","31488204","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"290","80b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the dental plan, but benefits not available under this plan. Claim has been forwarded to the patient's medical plan for further consideration.
Notes: Use CARC 254 if the claim was not forwarded.","","1","0","","","31488202","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"29","42032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The time limit for filing has expired.","","1","0","","","31488200","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"282","78b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The procedure/revenue code is inconsistent with the type of bill. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488198","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"281","77b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Deductible waived per contractual agreement. Use only with Group Code CO.","","1","0","","","31488196","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"280","76b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the medical plan, but benefits not available under this plan. Submit these services to the patient's Pharmacy plan for further consideration.","","1","0","","","31488194","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"28","41032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Coverage not in effect at the time the service was provided.","","1","0","","","31488192","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"279","75b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Services not provided by Preferred network providers. Usage: Use this code when there are member network limitations. For example, using contracted providers not in the member's 'narrow' network.","","1","0","","","31488190","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"278","74b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Performance program proficiency requirements not met. (Use only with Group Codes CO or PI) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488188","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"277","73b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The disposition of the claim/service is undetermined during the premium payment grace period, per Health Insurance SHOP Exchange requirements. This claim/service will be reversed and corrected when the grace period ends (due to premium payment or lack of premium payment). ","","1","0","","","31488186","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"276","72b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Services denied by the prior payer(s) are not covered by this payer.","","1","0","","","31488184","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"275","71b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Prior payer's (or payers') patient responsibility (deductible, coinsurance, co-payment) not covered.","","1","0","","","31488182","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"274","70b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Fee/Service not payable per patient Care Coordination arrangement.","","1","0","","","31488180","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"273","6fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Coverage/program guidelines were exceeded.","","1","0","","","31488178","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"272","6eb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Coverage/program guidelines were not met.","","1","0","","","31488176","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"271","6db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Prior contractual reductions related to a current periodic payment as part of a contractual payment schedule when deferred amounts have been previously reported. ","","1","0","","","31488174","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"270","6cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the medical plan, but benefits not available under this plan. Submit these services to the patient's dental plan for further consideration.","","1","0","","","31488172","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"27","40032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Expenses incurred after coverage terminated.","","1","0","","","31488170","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"269","6bb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Anesthesia not covered for this service/procedure. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488168","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"268","6ab87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The Claim spans two calendar years. Please resubmit one claim per calendar year.","","1","0","","","31488166","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"267","69b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim/service spans multiple months. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31488164","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"266","68b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Adjustment for compound preparation cost. Usage: To be used for pharmaceuticals only.","","1","0","","","31488162","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"265","67b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Adjustment for administrative cost. Usage: To be used for pharmaceuticals only.","","1","0","","","31488160","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"264","66b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Adjustment for postage cost. Usage: To be used for pharmaceuticals only.","","1","0","","","31488158","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"263","65b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Adjustment for shipping cost. Usage: To be used for pharmaceuticals only.","","1","0","","","31488156","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"262","64b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Adjustment for delivery cost. Usage: To be used for pharmaceuticals only.","","1","0","","","31488154","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"261","63b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The procedure or service is inconsistent with the patient's history.","","1","0","","","31488152","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"260","62b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Processed under Medicaid ACA Enhanced Fee Schedule","","1","0","","","31488150","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"26","3f032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Expenses incurred prior to coverage.","","1","0","","","31488148","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"259","61b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Additional payment for Dental/Vision service utilization.","","1","0","","","31488144","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"257","5fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The disposition of the claim/service is undetermined during the premium payment grace period, per Health Insurance Exchange requirements. This claim/service will be reversed and corrected when the grace period ends (due to premium payment or lack of premium payment). (Use only with Group Code OA)","","1","0","","","31488142","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"256","5eb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Service not payable per managed care contract.","","1","0","","","31488140","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"255","5db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The disposition of the related Property & Casualty claim (injury or illness) is pending due to litigation. (Use only with Group Code OA)","","1","0","","","31488138","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"254","5cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the dental plan, but benefits not available under this plan. Submit these services to the patient's medical plan for further consideration.
Notes: Use CARC 290 if the claim was forwarded.","","1","0","","","31488136","dc5c7cb8-6921-ef11-840b-0022480a10b0"
